0.04;0;-2; 0.0; 0.0; 180.0;
0.06;0;-2; 0.0; 0.0; 178.2;
0.08;0;-2; 0.0; 0.0; 176.4;
0.1;0;-2; 0.0; 0.0; 174.6;
0.12;0;-2; 0.0; 0.0; 172.8;
0.14;0;-2; 0.0; 0.0; 171.0;
0.16;0;-2; 0.0; 0.0; 169.2;
0.18;0;-2; 0.0; 0.0; 167.4;
0.2;0;-2; 0.0; 0.0; 165.6;
0.22;0;-2; 0.0; 0.0; 163.8;
0.24;0;-2; 0.0; 0.0; 162.0;
0.26;0;-2; 0.0; 0.0; 160.2;
0.28;0;-2; 0.0; 0.0; 158.4;
0.3;0;-2; 0.0; 0.0; 156.6;
0.32;0;-2; 0.0; 0.0; 154.8;
0.34;0;-2; 0.0; 0.0; 153.0;
0.36;0;-2; 0.0; 0.0; 151.2;
0.38;0;-2; 0.0; 0.0; 149.4;
0.4;0;-2; 0.0; 0.0; 147.6;
0.42;0;-2; 0.0; 0.0; 145.8;
0.44;0;-2; 0.0; 0.0; 144.0;
0.46;0;-2; 0.0; 0.0; 142.2;
0.48;0;-2; 0.0; 0.0; 140.4;
0.5;0;-2; 0.0; 0.0; 138.6;
0.52;0;-2; 0.0; 0.0; 136.8;
0.54;0;-2; 0.0; 0.0; 135.0;
0.56;0;-2; 0.0; 0.0; 133.2;
0.58;0;-2; 0.0; 0.0; 131.4;
0.6;0;-2; 0.0; 0.0; 129.6;
0.62;0;-2; 0.0; 0.0; 127.8;
0.64;0;-2; 0.0; 0.0; 126.0;
0.66;0;-2; 0.0; 0.0; 124.2;
0.68;0;-2; 0.0; 0.0; 122.4;
0.7;0;-2; 0.0; 0.0; 120.6;
0.72;0;-2; 0.0; 0.0; 118.8;
0.74;0;-2; 0.0; 0.0; 117.0;
0.76;0;-2; 0.0; 0.0; 115.2;
0.78;0;-2; 0.0; 0.0; 113.4;
0.8;0;-2; 0.0; 0.0; 111.6;
0.82;0;-2; 0.0; 0.0; 109.8;
0.84;0;-2; 0.0; 0.0; 108.0;
0.86;0;-2; 0.0; 0.0; 106.2;
0.88;0;-2; 0.0; 0.0; 104.4;
0.9;0;-2; 0.0; 0.0; 102.6;
0.92;0;-2; 0.0; 0.0; 100.8;
0.94;0;-2; 0.0; 0.0; 99.0;
0.96;0;-2; 0.0; 0.0; 97.2;
0.98;0;-2; 0.0; 0.0; 95.4;
1;0;-2; 0.0; 0.0; 93.6;
1.02;0;-2; 0.0; 0.0; 91.8;
1.04;0;-2; 0.0; 0.0; 90.0;
1.06;0;-2; 0.0; 0.0; 88.2;
1.08;0;-2; 0.0; 0.0; 86.4;
1.1;0;-2; 0.0; 0.0; 84.6;
1.12;0;-2; 0.0; 0.0; 82.8;
1.14;0;-2; 0.0; 0.0; 81.0;
1.16;0;-2; 0.0; 0.0; 79.2;
1.18;0;-2; 0.0; 0.0; 77.4;
1.2;0;-2; 0.0; 0.0; 75.6;
1.22;0;-2; 0.0; 0.0; 73.8;
1.24;0;-2; 0.0; 0.0; 72.0;
1.26;0;-2; 0.0; 0.0; 70.2;
1.28;0;-2; 0.0; 0.0; 68.4;
1.3;0;-2; 0.0; 0.0; 66.6;
1.32;0;-2; 0.0; 0.0; 64.8;
1.34;0;-2; 0.0; 0.0; 63.0;
1.36;0;-2; 0.0; 0.0; 61.2;
1.38;0;-2; 0.0; 0.0; 59.4;
1.4;0;-2; 0.0; 0.0; 57.6;
1.42;0;-2; 0.0; 0.0; 55.8;
1.44;0;-2; 0.0; 0.0; 54.0;
1.46;0;-2; 0.0; 0.0; 52.2;
1.48;0;-2; 0.0; 0.0; 50.4;
1.5;0;-2; 0.0; 0.0; 48.6;
1.52;0;-2; 0.0; 0.0; 46.8;
1.54;0;-2; 0.0; 0.0; 45.0;
1.56;0;-2; 0.0; 0.0; 43.2;
1.58;0;-2; 0.0; 0.0; 41.4;
1.6;0;-2; 0.0; 0.0; 39.6;
1.62;0;-2; 0.0; 0.0; 37.8;
1.64;0;-2; 0.0; 0.0; 36.0;
1.66;0;-2; 0.0; 0.0; 34.2;
1.68;0;-2; 0.0; 0.0; 32.4;
1.7;0;-2; 0.0; 0.0; 30.6;
1.72;0;-2; 0.0; 0.0; 28.8;
1.74;0;-2; 0.0; 0.0; 27.0;
1.76;0;-2; 0.0; 0.0; 25.2;
1.78;0;-2; 0.0; 0.0; 23.4;
1.8;0;-2; 0.0; 0.0; 21.6;
1.82;0;-2; 0.0; 0.0; 19.8;
1.84;0;-2; 0.0; 0.0; 18.0;
1.86;0;-2; 0.0; 0.0; 16.2;
1.88;0;-2; 0.0; 0.0; 14.4;
1.9;0;-2; 0.0; 0.0; 12.6;
1.92;0;-2; 0.0; 0.0; 10.8;
1.94;0;-2; 0.0; 0.0; 9.0;
1.96;0;-2; 0.0; 0.0; 7.2;
1.98;0;-2; 0.0; 0.0; 6.4;
2;0;-2; 1.8; 0.0; 5.6;
2;0.02;-2; 3.6; 0.0; 3.8;
2;0.04;-2; 5.4; 0.0; 2.0;
2;0.06;-2; 7.2; 0.0; 0.0;
2;0.08;-2; 9.0; 0.0; 0.0;
2;0.1;-2; 10.8; 0.0; 0.0;
2;0.12;-2; 12.6; 0.0; 0.0;
2;0.14;-2; 14.4; 0.0; 0.0;
2;0.16;-2; 16.2; 0.0; 0.0;
2;0.18;-2; 18.0; 0.0; 0.0;
2;0.2;-2; 19.8; 0.0; 0.0;
2;0.22;-2; 21.6; 0.0; 0.0;
2;0.24;-2; 23.4; 0.0; 0.0;
2;0.26;-2; 25.2; 0.0; 0.0;
2;0.28;-2; 27.0; 0.0; 0.0;
2;0.3;-2; 28.8; 0.0; 0.0;
2;0.32;-2; 30.6; 0.0; 0.0;
2;0.34;-2; 32.4; 0.0; 0.0;
2;0.36;-2; 34.2; 0.0; 0.0;
2;0.38;-2; 36.0; 0.0; 0.0;
2;0.4;-2; 37.8; 0.0; 0.0;
2;0.42;-2; 39.6; 0.0; 0.0;
2;0.44;-2; 41.4; 0.0; 0.0;
2;0.46;-2; 43.2; 0.0; 0.0;
2;0.48;-2; 45.0; 0.0; 0.0;
2;0.5;-2; 46.8; 0.0; 0.0;
2;0.52;-2; 48.6; 0.0; 0.0;
2;0.54;-2; 50.4; 0.0; 0.0;
2;0.56;-2; 52.2; 0.0; 0.0;
2;0.58;-2; 54.0; 0.0; 0.0;
2;0.6;-2; 55.8; 0.0; 0.0;
2;0.62;-2; 57.6; 0.0; 0.0;
2;0.64;-2; 59.4; 0.0; 0.0;
2;0.66;-2; 61.2; 0.0; 0.0;
